B^{1/4}[MeV], Delta[MeV], m_s[MeV] 
199.34705515786862 87.2299803199433 134.06540623202923
200.99664592205485 97.83770925388163 193.56378731110235
194.9426270398426 138.32108765867162 121.20990409579646
194.39042450973733 95.48513345510175 81.69623893157105
195.450499145516 91.49328112275468 182.2627330642793
192.3313264108117 79.79198036450104 161.39223507406567
182.19874731407847 67.4690810431861 140.30188541473575
196.53275898644353 78.58360309403506 83.43266331476157
193.91135217911108 88.98290992620653 153.36201867656436
193.05565863564502 86.17952549482368 182.8927011232489
193.33453482101882 84.07761806156677 146.8561086503376
198.19201707671928 96.0342695241793 131.3104683924699
187.46006905776568 84.0320601429824 105.23339296982203
184.14502424079734 98.71752929348959 170.65459779878907
190.57614256006858 68.35719748075958 159.08571713390018
191.10861760888184 117.67920092529921 171.59334904964047
192.05120866602047 104.65458497685945 157.47188462264717
200.72885640839314 91.22675461329986 135.6869864437485
191.98951241124024 132.03667826234897 88.87627516940145
202.15438422620096 94.51324853751912 197.150994948851
198.90422319929013 100.66244504806177 125.96130637609154
197.13668120538165 102.68916265232572 159.39489408751479
193.4684381438523 147.9046536769454 129.50050433977043
194.6319233415643 106.20821452165987 158.72316583328944
194.10337375101358 104.89558266698101 123.98959096911513
194.4597061242985 100.71900602014142 117.80689593551483
200.48070503519307 99.45943310696374 216.49579103287098
186.3402892629253 119.14861150246097 153.86753717990135
196.32586793363575 68.90200312014633 145.27044568992287
194.60350115103031 123.36388964350117 98.86001449615125
188.63568906808842 119.59479929010249 175.3247624039073
188.36015409668803 83.99933874883219 130.07414647060443
190.35479571409118 81.90961577399916 153.33703769515185
197.20816156087656 124.32433096503314 172.23970099936506
192.6478027379439 126.7617979936712 186.6542172267044
181.45834116070682 131.9334113964077 182.7735157570453
196.75194248391335 100.29509714468485 154.37206785774825
197.65718271406868 87.62045108104624 173.49204825477418
179.53811751701244 96.42342914216383 156.94994557891596
195.18670220882512 103.63731351489285 156.97178171640377
200.38917970793446 123.01486632744462 146.9215979171342
189.78224058643542 77.96841287819464 150.42026149652045
205.1219361850489 111.66157654349757 190.15485174185363
187.21881183285436 76.07683617916668 166.85710251087133
196.2313488652183 126.83638779921725 175.054023180372
193.00858969517662 67.59446855766643 158.8892736820028
202.218393614074 101.3447319593513 158.16143304193068
187.41717660312455 85.80728707582244 103.74749530568813
195.8664671916909 101.35520768058994 158.09943078949277
187.56579043177248 87.2674552888999 119.30132767372939
202.68693052081434 90.02081738393358 94.91522276503369
187.77548639300812 112.41084146525459 130.03960110439726
192.6379049829732 103.77929089227344 139.28858336621897
187.81685482591078 125.82537188895223 92.00604346819787
187.4005180586635 104.62747331781044 179.28269594997698
189.86704170163455 106.95848731050616 175.28842092744472
193.85221312845226 104.91527629258862 156.96708075696907
203.36300097042633 98.90911902377697 139.24709195344263
198.3976239261894 106.47907170336424 133.36122299775744
186.40215922396766 81.76931881477816 133.81394367419855
193.98718437162321 95.15197730846263 53.4217067629976
181.895384191544 109.42286660972316 152.80203033469155
193.19969014193566 111.63801625960426 172.5304687276403
205.7026964713968 116.79096733920451 90.07381561379773
201.2001144474289 113.14316557018599 174.75430006292515
189.42328171267977 84.13189802062374 115.62266836913396
200.57345173957674 68.15678474296048 119.44870800449281
197.05312250949473 118.88964026518669 175.4097267700122
196.3726358712438 96.20445094006435 108.50330150579961
184.44410089669825 96.64445378402834 167.03716443139177
198.65225271022223 129.85513654121004 159.66100508133036
185.83446623094096 102.25700128505486 118.10996282051246
188.42223106369107 109.24296277855065 121.56235051061654
192.42008938282342 87.31505109628586 150.86251416795807
187.44152294938718 86.36293835413993 157.7552483369214
190.27533585937095 108.5437613292184 148.50610364712645
196.19043358467678 115.3086556813128 171.76523505794597
199.3723353730568 123.23837684241448 117.13593592248442
197.36845015810096 111.88055687588808 158.87362129463685
187.50684335388067 109.44300888214272 157.09248330157502
195.09539506763258 71.90951983904564 162.04479843478964
198.14717290482554 110.4589086518432 150.39039139499158
189.62132937342727 95.28935143489196 125.01942555765302
189.06218190274964 90.47695282659814 166.87821667898478
186.94900915867362 93.15628002468158 102.58460705681335
184.12123423555792 63.77362142405392 112.4539722376845
194.8295158256524 120.70493365009932 104.33593214905153
193.97933818840508 101.41570556040365 215.2060550134857
197.8760281114443 107.8766608975861 157.58544591285883
193.44758021545977 124.70542507175965 192.61673721580024
197.25285981652618 125.85744801285769 159.31238592474716
201.93944680743746 85.08047005739448 168.4918246618304
180.6923029183008 94.10297178875021 92.29747415936049
189.8661726114382 104.799394614817 134.07750800971976
191.32732943144623 101.63655093340195 124.55581221982735
194.5948420647824 94.86514703969671 132.8113354621537
196.6831506726756 83.1272565231289 127.08962954413694
200.59329917450862 93.79877064612552 183.6549686232118
188.49741770736833 127.58164145822457 147.2962931752248
203.18686464541275 105.92107306236103 133.9117706852747
193.49597612193344 98.42371964829528 154.419807848236
191.50271328986352 120.88926631252966 209.6954325316978
189.31644386162986 111.17100890505219 130.1863469649166
187.9178311734743 110.19411841806684 124.79396289655608
196.1703145613 101.65873946030172 192.7849748765002
188.61425016253634 128.31124026774674 182.16087893962572
195.1588458312983 100.90158405101867 188.46456964541835
192.69087518433835 94.14067145562785 118.91785804116627
187.80720524541687 123.57436523793322 209.0808359485774
188.7577663833506 104.69800811709572 132.83656751759005
185.2014738551328 67.43975584850428 175.9165326191586
200.8189786222562 75.21518767725121 130.63243052077604
196.84113929607742 105.46289974458585 166.47971025432537
195.29233591430906 132.00908612538177 118.50438625292975
194.85707321244664 108.20450644344565 168.07656845705532
198.8253425888494 87.50927310076514 141.36295180607593
193.56426043361162 86.92917543122257 119.48764715408399
202.7756341635728 72.21028280033413 185.76655401729843
196.92228300165326 148.76195836715394 118.54274668607361
197.88494020615772 114.66038760862526 163.34799894583188
201.83093750032995 89.89318259411758 93.62187369879919
195.63404272866424 97.19472700083341 171.48507366819328
191.79485884935332 119.56209558529267 190.9372300886536
195.39343553923374 95.38906926190609 156.28146100184296
198.10650222894424 90.97486538014044 165.87472489129482
191.8464127851495 107.0092663351048 138.92211534906892
192.96073892980633 102.15490472669768 235.450140472084
186.76120993474996 74.9181246971649 135.48121538088049
195.9694452564372 111.06453317928188 169.87229716223712
194.92905880422458 87.80954300195069 129.50095207404422
189.74635943554912 91.17031996208571 167.50478819061092
199.14983079205768 98.48350246350029 143.83007873908133
194.4470584290244 128.9952852850815 183.16152700360098
196.79088907457648 111.49017402833783 157.51728291684108
196.93660413384427 97.6747461858623 140.87366715507756
191.82176413062447 116.89321508401184 150.74209657161825
195.2598119383131 97.32233167376397 196.14476867902044
189.38542057193413 82.98232080612323 116.04954096667342
184.68506463455944 98.18420260908916 108.02035671842172
182.44705668111962 94.72887466243343 133.295728922241
176.19252314898714 128.67068815018462 162.49349031494353
188.29592605866193 94.7575870678265 201.65073369841576
193.10663710571657 93.05828324711626 165.12150156080602
197.2790814419739 91.18869642450016 159.84815193410122
198.1324569043365 79.79313669676813 139.48297665989054
185.16883887676562 86.91453456757947 124.18404295144272
193.44556761355292 115.29710296091379 144.17781079663666
193.83618050805865 105.58648620724674 100.00842168413934
188.25103226627203 108.19541848181161 105.12826426094529
181.6491892712986 93.22094935418563 121.8844122463979
195.56353752790844 82.99011737904753 151.75366753705063
192.79879630358948 82.75935403079278 157.04835588519484
192.5377739968609 72.24008042435705 148.27072607110708
190.7868206282683 96.91773296759132 129.6136133990018
181.472561062497 103.51803656920445 180.59506062882417
194.47190769213563 101.76669707715713 138.70346778969025
190.03574000350645 79.13124906860546 141.8731077088064
189.75955495409843 91.63632573709049 72.4292167349155
201.8300184942506 123.80787766036264 149.850874709372
190.32798124189458 115.6186399096277 197.05818693651506
183.05187647630794 95.83157285960431 170.7229847957902
192.11171953020877 116.22722772269921 128.09144765035157
200.81480195376747 115.3276468272075 172.95519059901432
199.14679806595356 88.56533520128485 150.96770224962287
199.60241845279418 110.68208338978772 128.17323792286598
198.51387370617334 124.58159193210722 155.52631092279915
193.03483096263466 108.62522066746564 188.52510782340485
192.8759334910507 94.77634892677835 137.74194848483782
200.00779049409027 107.70574851653056 170.5298734300738
186.35108271600143 90.16463726382028 97.42457188390736
191.8711054110169 46.43075385930094 159.77749677973745
182.9107558065096 105.84067195058496 140.93642137879837
197.7415971822907 87.31366956954712 143.39171294990328
193.33637235602546 75.7750906742128 116.06988518000429
196.94226311835095 100.72616866382683 181.40236780104135
199.03164015002133 114.70446908167501 184.34941286535454
195.22211948411635 101.90145574858381 121.14858006358848
192.49003621955535 97.86264824151225 196.3103329967505
199.1063091108811 90.46410562423621 145.9481476124515
189.05993282220695 99.43235556638766 131.31882804364037
196.3780846152592 92.42922973180316 138.6448747644921
185.23753950811854 83.0439871645132 146.42455121583984
195.15409991905986 126.07621047674006 164.7858141737973
182.30290137215204 56.10850744569071 123.49386810540969
203.2331183837503 92.94438346736099 183.20680098562957
193.77936083646074 112.01519961464457 161.13981624016998
190.7829426454613 104.4125591404758 207.63428846700165
180.97618531580636 101.63190702699082 145.89283697630697
196.11425307146646 112.79411165690485 140.23123924486885
190.67459166621393 89.48935791195149 157.21955588604243
191.49308726087975 117.3306007755659 150.19993341407522
198.9299807562641 84.06788645455782 171.3830229466602
194.24452704424857 129.88581959489085 176.4257844890285
188.095034364454 78.85706574270071 144.96354064051692
190.2696800079855 74.91287369936718 173.2749245359896
199.08163912179424 98.08252592451502 151.11244645478658
200.0825963929432 128.20846771604772 142.44001655556713
200.90144250386433 110.84535479928243 144.04165674333834
184.05724848309768 94.54392412999509 150.43559729246257
185.81820533313325 99.20912618485976 157.59359793670848
194.16835473662252 90.18553834015624 147.72363627760572
188.94307732704016 98.82482595949394 231.03860779549908
197.6943411283212 88.19041336306039 120.24367548496436
182.71582886765586 74.73462293244518 109.72662416787932
188.96081671830262 99.12445488825576 146.19427043902027
191.6892060238793 75.62271466128675 104.39238818804164
186.76585282797805 113.81635280059396 145.3544128468788
196.54903805305102 94.73750942017901 113.74227471446534
193.63117257749687 91.85439025005155 145.57429585222934
189.96932783304592 78.49751540113384 162.47103751781515
188.66568034093348 108.51566015489583 137.99988615228082
201.72507658717058 109.48251703651164 228.51413736534397
186.16594766169678 88.7637674808793 165.27497858913173
195.41634000231306 89.17568656496559 138.55854848658032
198.2397949118434 97.40870214382245 182.3560950347358
186.18550415616625 95.56166643405835 160.07757492272347
194.19096904372563 119.22000775093169 155.29598571445462
200.23242884211137 92.9598872900983 164.7130069459496
207.20296622261142 106.93799881070318 160.74902149369814
192.27831520554668 115.91796777398567 133.07233118856453
186.09960991886345 132.77967177676683 121.42262272452166
185.91280749412152 127.20991897641998 135.5752030947627
191.9244954438285 76.96835750556306 146.07102905602457
186.2309385693086 98.97081273331122 85.50291750429673
192.69342746900176 107.79062165881477 123.3708456248195
198.83050997535832 79.08861436450765 91.13353255073892
198.082626107508 50.83362630967017 111.61544348523176
188.09279339852753 104.32249430524968 179.17950869714744
191.85126291732826 85.53261138706372 243.33132927218955
185.29011805272478 124.37886857663284 137.626417932637
192.26039192474167 131.74451169866882 175.68504665757604
190.1424297386216 85.62009174852292 192.06044569857366
193.84124205552237 99.06074522722942 178.29250942904702
185.79821492503768 111.15103081773206 73.35499234038213
186.92648886474743 101.64988763644989 160.96778568539474
188.58808522633402 104.67982036093593 151.83628701739087
187.4007706637352 108.70594675130386 174.45876193185205
193.47290579621142 93.66307430132024 119.86478665224546
196.33211819566867 120.30776828864447 154.94482684596312
195.5597923505346 134.4414938496518 95.78600886468423
194.24652281740353 117.47268431972046 156.12645812207958
195.0273634130048 76.39914843058355 192.67667981534572
189.13438364478912 99.33087893807688 183.37667005135526
200.7800208996326 83.74361914305224 159.68128651250157
192.98529308794085 108.39455689023482 161.74897600000966
192.13253123477298 92.97337081323396 176.61139254268087
200.1568309475876 93.46573599182028 121.97103815986479
185.46926705267072 107.14568306473416 113.74994519139538
190.79157468623035 95.15843753277635 157.62423594842642
187.9256288330543 103.95640874364356 166.99511067760457
185.72344825205766 90.07210845035216 155.42431981930082
192.31459840978206 128.95521944220553 147.94836102609648
199.04956550046262 100.14510932662012 198.70441294350994
184.10836673375078 81.84235396675558 110.53475072031162
193.1221594291387 109.90619835986425 117.38342765077495
187.24541087356556 107.8158515741278 124.88452564992244
196.80956810091686 95.75869279916813 112.0202033992934
197.7008431594264 89.44689519290233 122.65475732539488
194.7773434395389 102.07849620595026 134.49808626113182
208.81481183865444 77.19399938847894 169.01107066483536
200.21747942677857 86.20792676250464 187.08948255783986
197.5088613213208 104.43142381998898 125.93446506988704
193.8983982829098 103.52323925570249 141.49308596763234
187.42119536515924 91.85135761884025 213.49106761135232
183.15722316388758 126.63976049037399 142.8759503019978
188.36240992601788 91.2927911577126 197.4136597140132
196.70372872605458 81.51254769128235 101.42633779123415
188.52199919422395 79.63537244289819 138.81189662189297
189.72149901212015 116.9890974429934 143.80147663938513
193.34185373537557 72.33499348729286 142.60631389063775
187.80547428257142 127.87638746612475 161.0227220642621
185.58053211674786 78.31834138227069 217.47910715870012
196.93906611472616 119.78212724786314 100.41340477350509
210.64580488555654 106.49164242995549 88.11252810501091
199.03520308294677 119.68932128841395 129.16552804485508
178.56151737624083 108.60665579215721 99.52731319121757
186.73634057537615 112.85581959149242 225.9168494127654
184.4522090558119 78.60493913599737 133.35494113794593
196.51812386603828 117.83745179063624 181.46210786536327
191.8490328162677 92.09325543342045 142.82827433777317
191.3670439252338 129.14714123960925 161.38199219230725
194.58584935911918 118.3590032126676 189.67873406561918
191.74050764169314 103.85676595673192 171.83169729841745
187.98522257506525 92.63441925195684 180.65616983765315
184.75354765620162 96.87125080153614 110.65853537916804
192.01350808323525 119.3337072237853 84.94766606286676
178.18672685711314 111.18470976054594 100.73692518681423
189.3155783324174 105.33648718698772 162.13015493197122
205.43928907821055 92.47155223996943 81.76992800963427
193.83704014616782 106.74620821953354 190.61112643447785
198.84673376665458 90.46861893618761 109.8594800933963
192.12529847090576 100.63213904188197 169.07724835221552
183.45468296055114 99.21881035072468 150.60929886017013
191.29862802612706 127.90735095729761 181.08087711670035
192.3512613678009 100.93757045818018 183.8538492805102
199.10835752218958 67.2834073386995 128.03456006545292
184.85438087425936 103.92416521161809 172.99196645259116
199.79066528437227 114.60613575692234 146.54754075509132
198.94066284836236 118.2663296762266 182.6421560825372
195.49846555373355 129.01612526007543 187.67745712790452
192.37996422902512 124.58001856721387 151.2171299659804
198.16495825530652 96.62687443775711 188.673723048637
197.65819650671173 110.60317143030449 136.2999458678312
191.0713854571796 92.33776475222022 103.80426607355363
197.0844415824752 71.11572352791715 113.3400496560335
190.81208480282342 102.63952380832853 145.5700655849935
187.48449538658366 81.94842140674288 163.50361961854946
187.7767227463937 118.89779090990187 156.67121994721262
192.29669874701324 111.37713880013071 168.87788940582357
196.51933323827825 109.99790276905823 105.80684552383333
180.0943947133345 92.66240379037234 201.2954892291375
196.0404461680549 105.45900434069358 164.56000402074363
198.3461042907103 147.65793275703948 125.64391315136696
187.6005056733934 115.23237408164537 137.98635915915636
198.62327085849805 107.4142210824898 170.28854433614472
195.21651504042674 107.57718560411551 217.1356234630488
198.1497602580943 89.89223746246998 120.55174354927871
189.9804116066972 104.13037086858382 64.75879423143492
202.13974064849788 100.84230550532064 203.05298897342232
201.10761836967708 110.01078471557997 138.13304776319933
184.8257041465483 94.12168459209776 188.52210462773803
184.95664821417205 112.76485241139318 140.96301893919855
196.67737244284817 77.13261542242626 117.21687204297504
204.2042751936457 83.83133547983742 106.57042226240793
190.8825909390207 112.45135962771546 222.73264891120886
201.098888211134 114.94469236983892 108.45780506183618
197.8723507544062 59.0860578537605 159.84231347483163
195.38249261054943 117.03027546394924 150.02508362184108
199.24783776936235 97.01936423246902 137.35938424255846
191.85071443614538 92.41480770795265 139.43891879004934
205.28132846101175 87.18521711262281 143.7956732244189
193.19766318575424 94.68727980035531 209.34221467313975
193.34277227472168 99.11585418633744 203.9562964608622
197.72451810229586 101.71597236558988 172.36924429251832
187.2070456071825 88.67669113447418 158.39335615089905
189.73590501284534 80.74387794956681 163.46614986829138
195.016665617504 102.52778169646473 210.57652888141024
192.37597473050337 121.31985915209297 194.72816285507946
187.90328400951074 128.76917547451862 170.73946273757286
193.1606289067935 113.58409621122004 143.91287612240973
186.02199539680126 83.9824593159046 113.14817276250636
196.25701837144263 100.05814402234012 150.44939877716118
195.10397709848263 115.96518871976203 175.2330069583545
197.38037706948896 87.5943464610008 185.79282808825346
182.44350508310168 92.2021302980107 88.96392972085462
184.54429086000664 96.4310553316474 142.2381712279129
