B^{1/4}[MeV], Delta[MeV], m_s[MeV] 
183.70445872353585 103.46072720285059 142.96408390775454
195.2439163120221 69.00572326126289 156.64229212736905
189.83513745610037 72.24968308141841 170.71999181055796
191.80844386009704 81.09894134815379 136.45771986138772
190.52414015209058 74.29136294789622 92.30431279155432
189.438387764434 68.5199269448519 130.05974297469697
187.58044074973813 104.4320786402858 198.01347579440883
194.5773330197237 82.37339685707732 188.88858429856427
190.58790414174953 97.7507688070854 179.25453910784898
194.05988580058713 108.42133086021984 182.6406704053298
184.64515226990187 122.79360811584648 113.45888924118537
205.24387444950008 101.93986825868122 139.78382700962993
189.06666282371987 97.58710013067763 131.27554633793028
199.8398177585805 87.25071293236365 132.18650258121738
201.06545400708097 111.5693606995329 145.9371652515861
188.9303950228783 101.99479871944405 183.81693555445383
193.7966354145064 82.92013331339831 174.7654350747109
202.40985782533753 83.38952629831772 181.74680374374006
195.67211039895102 125.09100325106408 134.55656885032155
188.52162226025868 82.75321306673062 122.8974712857918
205.44850862603127 109.6822524572586 195.0064748984984
199.3896630268405 83.67248145434755 158.91203703557156
191.41162525270065 108.83834133612494 190.960417229394
192.66122484368316 111.95615793605745 159.47461839980852
185.52323966620787 86.39657425030997 122.33065714140078
199.8401112602135 92.18015928254665 216.79092011672407
197.77890351533821 114.9308552576656 124.53285937742231
184.84779364582448 128.31416608589907 173.79051412695003
195.872187298474 62.197429120444816 150.93339101020695
189.78579916252872 110.69282906149832 178.66715922339478
198.73972037790963 103.23717901756538 131.36958089361116
189.43783015976535 103.21252648762423 155.64757970368302
193.20836358027805 99.04623735281098 136.15077163508897
192.92953075206563 94.41876949207058 183.66782590935097
192.39938151820385 96.1298315976009 116.84593018023463
189.36183383986653 88.24911705207262 108.59925217039218
190.80684906643359 106.76127518240635 190.72545877263587
187.8941950188506 104.74136523258143 186.2114729258437
202.46545801832127 102.1768570864307 96.109591812276
190.0768532029499 66.41928893866813 159.36941602505837
197.80868011218496 133.0111714593316 199.28617223694857
196.70958812077927 107.83180580169302 150.25589011588409
193.03099541881014 118.55184852566533 153.6245507840804
190.1372952995011 96.11067340353972 158.07711431807047
197.9732323562464 109.24031330872435 119.20967636956985
195.2073645561728 105.0800357194933 131.0554797667679
190.4349218088456 80.35197892603937 168.56325824447956
192.0135944323241 89.01227391339096 177.146158969561
189.80639066923277 111.1285134756865 139.04603909671926
194.60204194556573 91.38013258128026 138.25172684874235
190.43817843248868 120.84945868538593 124.53233759092055
185.62779673136447 107.0321038484594 187.04934715616076
193.88169389898871 121.18509477217893 132.7491764375349
180.88740808152468 82.9368929289493 129.2276180006451
192.82529552960676 95.64239627975473 193.71189656413105
187.4132608992961 102.86052116600936 100.57258871940056
193.6771028376921 117.55916006022332 140.06076854920494
198.8751628986244 81.92223650443698 117.48963055463375
191.8277471210891 113.40473028445595 229.13456089767647
190.5138980571999 130.9571257936152 192.4967437982936
185.461040480454 63.609155599316594 161.6307178304915
182.4718691226457 89.27816344180441 193.83041926687503
199.70095605576913 104.52304116462327 173.1801784178794
184.0378212455304 104.71196778167962 177.67473836773843
192.11268741639276 120.21495014065857 183.89162510816985
192.07739767589283 79.5908326646623 146.82308456944165
195.62959237942266 83.13751484762747 112.06623006294268
197.3359177015177 80.8505462788855 141.14258412526814
189.61536314696787 114.40218940820317 167.08739266763592
185.92972578639925 94.0014813199922 145.90507393353894
205.01240470120925 100.44323015323963 155.46114435951057
190.51770144815325 119.53037570085773 119.55175095691469
176.95386579579156 63.181145928527364 217.2511127957289
192.09312065098345 109.35684364242884 153.88103418298323
193.10461033876126 87.08181956173783 182.0597079873745
191.71398659211718 77.76535855303757 136.5133451632009
185.24131540961065 70.37509675071243 133.08244725566354
188.99622179233762 82.96897116751342 123.87387030078744
201.5644866098776 104.79328352957278 153.0542717757989
199.34416727706176 123.63973212993795 175.33220467800072
195.30110204492286 92.02910881022011 153.8233795237212
195.31072586758285 129.046634097495 164.75285949081479
189.96846037446707 82.79826861879268 111.98588918011154
200.50629791571558 100.71459856497646 154.06158481910467
189.04445154534056 123.86503386533794 201.10537059833092
201.96623130913113 120.84689902385955 137.29537152466045
190.2090768381815 86.53470490232363 104.10998855433196
191.80579224726532 108.00589008672401 123.35335056428329
188.92814921224362 92.00420099652936 174.520746487604
192.48740755680612 131.66248378676957 99.98770503663955
185.45295135710543 114.58961722045049 183.3554214624527
192.46467635148056 93.38002872564175 127.47335044504892
199.40316915228814 115.74370187549081 160.30783728469711
201.42183010190885 118.34132511370255 100.92452083218726
194.74110608049057 87.65654326718993 108.99346211532543
189.468977995513 129.55160019530587 131.7974916053053
199.96036077679236 99.19933302796245 200.0807855789294
205.78708231368262 101.616800754497 118.45659147822114
196.07959950453446 145.56342267616074 87.92238879232272
191.16760121973178 104.08499333282903 133.59516606962669
195.541236563699 105.86387846650635 149.86068672847432
195.22660315988492 97.31488600380588 140.90203002865525
192.71605681486207 90.29914856067329 127.23842774458144
198.32649369877362 120.2293105876904 124.79220069672843
200.89093612328048 111.50221280785298 186.1221488394038
192.43594016921855 119.42551389601341 81.85674598178511
194.8641868689286 105.17436004330723 150.59625967653594
186.74084550710626 89.1642842366807 138.1143892982911
182.802871848996 93.54781038559136 163.00775849987843
191.114627768388 95.61993390738903 119.65139760024468
195.70479265441432 73.10450020331066 222.1135402003336
191.75063379859552 101.05793161478302 175.05080913774586
203.09415211179888 91.78270913178612 198.20259054817762
186.4938493509095 99.93361094554272 99.91960699346913
187.08605800479245 90.04150598768045 126.04477438523172
193.82305999419378 125.2303030306286 144.85329915985315
194.62235023113823 95.15898165931723 86.41639905477146
197.01804253359117 87.11624054804204 142.2807118485833
196.85212523361312 87.71877963192384 178.24187960061786
178.60520652974245 94.14370183044075 163.45797731772396
184.04132105909858 94.35862670592444 204.46974353567614
185.05147289806962 91.93293631390276 104.92606931854908
186.08987727008093 115.9723288899973 205.00618507974633
194.56992338180655 100.40326344755049 183.83821299214472
198.12997125198345 129.98740225825276 90.482588892064
199.95263456477466 121.99317611527607 116.42104374255948
186.14804773197798 99.63261518463968 165.5406565646221
188.8864309745067 101.23390100064653 170.2098330039867
193.3291532391661 92.1604627729158 118.78189264002431
189.50221254562263 59.183095404138214 139.3350852063895
194.24495380473843 86.91267178793271 208.29855951307218
184.29323497912048 106.12211508071306 103.16408401988019
179.4631724602874 97.0967089287889 136.14045960651563
198.9113332871164 97.34731572781412 148.6537384536756
196.2788860388026 107.06976453076089 137.8263298512418
195.7622410192481 107.61381910702754 205.73198726413605
192.63367183100226 135.2715893393445 115.15051720617019
196.76073521319063 86.24711046823126 186.76621184732596
192.00639003638074 94.37990256316621 154.21910075161588
189.55384417906092 86.16638760138859 173.8089780663549
190.24255967246856 110.3557998145398 134.2626619353726
190.70756232756685 118.05308465464311 147.03703703611845
186.71521798014732 78.61810431304804 137.31050668250228
192.62685573437872 122.36731162788936 180.5694812101948
199.2306620309682 104.5602562696871 90.6866691997983
189.19078240982614 92.89454516691339 186.7819535900204
203.41681842185525 101.47797801747105 195.12554274482994
196.26121169689918 129.1204430377713 130.95415045740313
194.45105515231458 101.17218268221842 89.05571844685443
201.04114134448315 110.70087598632117 169.28326872888954
197.25170196277486 98.31592369566569 133.3937151064241
192.46953338648456 96.23025250265962 138.45894180339837
196.29785286536716 131.10198147126863 206.42136464226942
202.99943326525286 109.80645083976516 120.04395238360595
194.04197450550421 93.77592062025965 106.7658607962637
196.19414621019456 120.75307892030274 113.37631672062861
173.7666548967864 88.36141413665014 144.91156515632747
185.5691957663485 101.29534843368151 136.35909440251234
194.88707699676849 79.89733645718012 162.40480104600664
195.25240354171856 85.25764616992728 96.19709762389267
185.23114482377355 91.44884302918165 144.57516734057145
190.86531978553504 92.87029416032597 106.83000780283146
192.01329220615088 97.63081779936645 157.36814403805093
196.63241644866036 81.40648679494771 122.07554869995471
182.2239159201493 135.29906633226352 159.22191609390504
197.94001105486842 84.98313528128574 200.19422838270407
196.56672319165813 103.35225416188858 166.5153861705857
199.83777049991528 141.97382885694216 99.79334337504508
181.0742421253963 106.12844752255847 174.52310867516607
187.3618867047334 108.77357859242414 144.03981020335448
187.09287221861368 89.9244382719376 123.51387408099157
187.4603636246279 79.5986719358544 181.57303122159402
186.07312937079595 65.63749222205186 172.69447862245406
187.44809112686917 105.03225355960936 123.07122568720143
187.2119098864242 92.63398707487161 150.72848297965595
199.12489365421683 74.85447219018036 184.67943904237154
191.55265521356526 101.80130862084255 136.32132122430883
198.191176410679 104.56169575654627 225.3648294070274
204.22847172222603 120.4682426071417 118.73089891080247
184.85694545367332 83.60802927062834 115.98805197176958
194.20832614015723 105.45427159801618 135.16598789392438
188.70906529201307 114.82999980344209 159.74808887534462
187.382867903301 121.18827209415453 183.69956074440128
192.79353578587626 81.54244955181854 110.27938393453645
185.24626174903023 95.89421886040782 210.91576874371907
200.35887815407105 109.51133196736762 142.75125190955785
200.1528866632157 107.15204829110849 133.2225505831491
188.06095689145712 109.11071447809447 105.54643332621171
191.9616711888466 108.63652235665134 106.87192152317756
190.2782471012491 94.2806623984499 96.18693241131858
189.4709820126573 99.1945804024444 156.40502761943858
199.16798856533947 82.98628787608595 189.36048558754993
199.23434883477972 107.28939157217383 177.17790122488728
191.13376835633997 73.4882800761575 122.40135766950638
180.10724709037572 93.01780844876379 165.09176248850085
195.42206966728958 87.80287654657529 187.4070854151209
184.24794024970691 101.15114198977543 161.8613995199716
207.11437060268307 108.62904263266547 127.41328597437028
192.0156431477194 95.89799281223068 202.14079780810778
192.58127210044105 109.80431703912109 206.5941467983853
197.78950561562968 72.12786767762353 106.37380116729331
189.4486152030263 109.21323398830849 129.56507814196152
195.0114716375443 109.29275843081226 160.7447646158631
193.97119967470152 114.60170520729733 200.7664417369931
191.5925358829259 86.34853193270524 179.7826230774633
201.46512378724145 79.06631723853491 211.2516574052544
196.35736356914498 82.54016846616884 165.1409022054871
203.08144024046405 122.70373200875684 153.73434798368413
197.84713268009597 114.69612741046075 147.43060429953695
181.00155040597113 116.36771475552291 136.3336431151549
188.47105827382893 106.15951638191312 231.42616203933267
191.00971513036706 130.3749299047531 129.14352838388112
188.66064331497537 99.98050212691862 98.10467912830792
191.10201695392226 98.34978630912951 103.65624019736399
194.32800497812937 101.09781197765764 145.09967596072076
187.78699183027243 101.04195436291542 168.34844025672425
188.0634918745333 74.48456597429046 144.51126515883462
190.48223886735087 89.70563772990074 193.41406023253182
187.6260651719276 104.47667802749145 198.13646436697786
192.22205401698423 107.30585197226054 116.57845286548357
180.49633659427843 106.5172043570325 101.87276664483703
187.3739491368533 74.82753416167361 148.21818569212334
196.4800321852148 103.20731944433625 83.34187358457451
196.86730008109365 121.46960904210407 174.4655933858696
204.10097402561595 89.50483507655319 158.689588523793
192.48150008823836 99.5997397094023 134.72970704205477
184.92746140201902 88.46508406615206 149.76738830100987
190.15878509139978 81.69974442102519 138.98658496026331
191.97290751486923 101.93386558913784 135.01915225965368
192.75434772085583 126.52343064195527 139.60276273356988
187.2360726739789 98.03516418284029 125.92040592734492
185.9703109308148 102.32969747377324 152.15393734067538
188.69807957359524 129.65842302875308 119.94280161376261
191.15346241513572 86.7383870653656 133.4351121761338
182.10794214249157 82.11396462231946 137.55241748611706
179.35863749728884 95.00163553653815 108.75453840440372
197.04123475122466 110.13345578802547 150.28509152902663
196.7248183073362 99.89374363010887 81.17132809638115
187.58051384433998 80.71471920203152 138.23818967092353
188.54046014695263 117.6095221475239 134.23616017912167
188.33795397063633 122.49706200340228 155.63037037446438
203.45057855554262 72.97338839424027 222.4312995154584
195.1794309940901 82.30232067217105 163.00347111821733
184.66938688199934 125.90564065572704 171.91582883730905
193.25516382121234 103.8282074568973 91.22662149879501
194.05834940050406 115.00420059522588 108.4436613465152
195.49215424380975 101.89938828703485 138.49000741885288
190.9693606733857 93.01092094844921 115.757589234766
197.9253808635983 140.4837256757193 168.97121340153808
196.95010471754495 112.09606422452708 200.96629411413326
186.19660282905525 116.92358961723863 100.13787699467562
199.27954216344776 104.6161973318019 132.28051118963296
184.9220549806168 91.34703965442914 165.73262364251488
188.50839464385336 117.09865370274936 158.829806869556
190.39422126276742 113.80912875190907 121.04780854954556
195.6595418269958 93.91370995733172 125.7057837481868
180.53969615123538 100.45288785537227 157.88694720326058
190.07442135014978 97.13485352044407 146.53218292877324
188.46998542415523 108.36550691950042 197.3508133291651
181.23030491418945 110.70687611293684 168.29833946093842
192.33716375071174 108.34743407438273 187.7960653097815
182.96940088483984 92.78191912729045 149.77320883866832
190.55206572703062 107.86861694508158 152.4049680004
192.58938441018765 111.68479020555039 151.98215758898675
196.64625818076786 98.48262888053385 160.41420688243792
186.53570509241177 97.50093793814713 128.49619661974953
187.44634619342008 99.40575475151464 134.74904645834383
182.85510921948918 84.34702450718436 168.2315623478761
191.55278627334286 109.29909316955401 112.33089962867552
196.76708734505098 107.38069139454267 152.24896371193282
185.55356904557974 126.76002211553437 118.39746944050738
190.79957117971122 105.63756666132758 132.93573422356766
194.1612404630905 103.32111050748627 140.4059247119832
194.0547729600557 101.00573128587735 171.60560361253593
187.99855364703834 113.12890196528568 173.67902864716163
190.37023268404795 98.18849607286879 174.48729007587394
198.07524079235918 93.86274996599288 127.84595458345854
192.44641291980005 103.63752603582813 170.17590906738855
194.04179782235303 119.50627716382813 128.67747327886795
185.8975119239571 88.3536389397628 159.9603133788939
188.1713459735913 93.74304663413571 143.01111754906606
188.0347192233452 111.46190519827965 109.79357219814457
198.60658340439377 110.5090334851641 128.40726940330305
184.35605087443057 101.31915667528969 158.73907479631492
194.51145855494315 85.75435424919469 145.44661250328363
185.130474012829 97.13898961236444 202.82072050530434
192.36352333762298 100.75286084171654 174.5006308381559
181.7983038526217 129.94646138696555 170.82106262737426
190.90681370185723 86.59843549113188 152.49274760274525
198.10037009645768 115.38639905736042 139.06240233019028
205.44361919049962 89.49916540416183 127.81165382995141
